"time{s}","Controller\ControllerPan\SetPointPan","Plant\Plant\ThetaPan\q{rad}","Controller\ControllerPan\PID_Pan\output{A}"
2.37199999999996,0.12,0.120000979581122,-2.43393413761811e-012
2.37299999999996,0.12,0.120000979580142,-2.43252626880401e-012
2.37399999999996,0.12,0.120000979579162,-2.43115976563798e-012
2.37499999999996,0.12,0.120000979578182,-2.42982962940802e-012
2.37599999999996,0.12,0.120000979577202,-2.4285313602516e-012
2.37699999999996,0.12,0.120000979576222,-2.4272609098277e-012
2.37799999999996,0.12,0.120000979575241,-2.42605626714047e-012
2.37899999999996,0.12,0.120000979574261,-2.42486877279408e-012
2.37999999999996,0.12,0.120000979573281,-2.4237374830542e-012
2.38099999999996,0.12,0.120000979572301,-2.42265633194733e-012
2.38199999999996,0.12,0.120000979571321,-2.42157822618861e-012
2.38299999999996,0.12,0.12000097957034,-2.42054363193004e-012
2.38399999999996,0.12,0.12000097956936,-2.41954775290052e-012
2.38499999999996,0.12,0.12000097956838,-2.41858627140254e-012
2.38599999999996,0.12,0.1200009795674,-2.41765530167243e-012
2.38699999999996,0.12,0.120000979566419,-2.41675134805818e-012
2.38799999999996,0.12,0.120000979565439,-2.41587126213832e-012
2.38899999999996,0.12,0.120000979564459,-2.41501221148761e-012
2.38999999999996,0.12,0.120000979563478,-2.41421327990031e-012
2.39099999999996,0.12,0.120000979562498,-2.41342679302694e-012
2.39199999999996,0.12,0.120000979561518,-2.41265106024269e-012
2.39299999999996,0.12,0.120000979560537,-2.41192619491036e-012
2.39399999999996,0.12,0.120000979559557,-2.41120544552288e-012
2.39499999999996,0.12,0.120000979558576,-2.4105295903639e-012
2.39599999999996,0.12,0.120000979557596,-2.40989410839509e-012
2.39699999999996,0.12,0.120000979556616,-2.40925330102426e-012
2.39799999999996,0.12,0.120000979555635,-2.40864888753573e-012
2.39899999999996,0.12,0.120000979554655,-2.40807719990628e-012
2.39999999999996,0.12,0.120000979553675,-2.40749330224395e-012
2.40099999999996,0.12,0.120000979552694,-2.40693960289438e-012
2.40199999999996,0.12,0.120000979551714,-2.40641305306835e-012
2.40299999999996,0.12,0.120000979550733,-2.40591090832618e-012
2.40399999999996,0.12,0.120000979549753,-2.40543069877272e-012
2.40499999999996,0.12,0.120000979548773,-2.40497020142295e-012
2.40599999999996,0.12,0.120000979547792,-2.40452741558505e-012
2.40699999999996,0.12,0.120000979546812,-2.40410054046697e-012
2.40799999999996,0.12,0.120000979545831,-2.40368795611819e-012
2.40899999999996,0.12,0.120000979544851,-2.40328820357742e-012
2.40999999999995,0.12,0.120000979543871,-2.40289997036709e-012
2.41099999999995,0.12,0.12000097954289,-2.40252207529976e-012
2.41199999999995,0.12,0.12000097954191,-2.40215345540202e-012
2.41299999999995,0.12,0.120000979540929,-2.40179315305019e-012
2.41399999999995,0.12,0.120000979539949,-2.40144030771172e-012
2.41499999999995,0.12,0.120000979538969,-2.40113577729139e-012
2.41599999999995,0.12,0.120000979537988,-2.40083348367331e-012
2.41699999999995,0.12,0.120000979537008,-2.40053317444167e-012
2.41799999999995,0.12,0.120000979536027,-2.40023462132108e-012
2.41899999999995,0.12,0.120000979535047,-2.39997925311652e-012
2.41999999999995,0.12,0.120000979534067,-2.39972150369059e-012
2.42099999999995,0.12,0.120000979533086,-2.39946158358391e-012
2.42199999999995,0.12,0.120000979532106,-2.39924131166013e-012
2.42299999999995,0.12,0.120000979531126,-2.39901547880623e-012
2.42399999999995,0.12,0.120000979530145,-2.39878460981206e-012
2.42499999999995,0.12,0.120000979529165,-2.3985908135971e-012
2.42599999999995,0.12,0.120000979528185,-2.39838913605822e-012
2.42699999999995,0.12,0.120000979527204,-2.39822196950033e-012
2.42799999999995,0.12,0.120000979526224,-2.39804461647129e-012
2.42899999999995,0.12,0.120000979525244,-2.39789969919253e-012
2.42999999999995,0.12,0.120000979524263,-2.39774272773496e-012
2.43099999999995,0.12,0.120000979523283,-2.3975748785744e-012
2.43199999999995,0.12,0.120000979522303,-2.39743884222433e-012
2.43299999999995,0.12,0.120000979521322,-2.39729019223019e-012
2.43399999999995,0.12,0.120000979520342,-2.39717179354131e-012
2.43499999999995,0.12,0.120000979519362,-2.3970393751866e-012
2.43599999999995,0.12,0.120000979518382,-2.39693594182289e-012
2.43699999999995,0.12,0.120000979517401,-2.3968173494811e-012
2.43799999999995,0.12,0.120000979516421,-2.3967267176969e-012
2.43899999999995,0.12,0.120000979515441,-2.39662000414516e-012
2.43999999999995,0.12,0.120000979514461,-2.39654042105872e-012
2.44099999999995,0.12,0.12000097951348,-2.39644400912168e-012
2.44199999999995,0.12,0.1200009795125,-2.39637405425876e-012
2.44299999999995,0.12,0.12000097951152,-2.39632829912713e-012
2.44399999999995,0.12,0.12000097951054,-2.39626307584319e-012
2.44499999999995,0.12,0.120000979509559,-2.39622193629997e-012
2.44599999999995,0.12,0.120000979508579,-2.39616122568994e-012
2.44699999999995,0.12,0.120000979507599,-2.39612450432351e-012
2.44799999999995,0.12,0.120000979506619,-2.39606812718697e-012
2.44899999999995,0.12,0.120000979505639,-2.39603566353754e-012
2.44999999999995,0.12,0.120000979504659,-2.39598347677887e-012
2.45099999999995,0.12,0.120000979503678,-2.39595514252093e-012
2.45199999999995,0.12,0.120000979502698,-2.39590702840255e-012
2.45299999999995,0.12,0.120000979501718,-2.39588271765699e-012
2.45399999999995,0.12,0.120000979500738,-2.3958802155746e-012
2.45499999999995,0.12,0.120000979499758,-2.39585609599379e-012
2.45599999999995,0.12,0.120000979498778,-2.39585412431285e-012
2.45699999999995,0.12,0.120000979497798,-2.39583083927125e-012
2.45799999999995,0.12,0.120000979496817,-2.39582997609174e-012
2.45899999999995,0.12,0.120000979495837,-2.39580804688519e-012
2.45999999999995,0.12,0.120000979494857,-2.39580876061633e-012
2.46099999999995,0.12,0.120000979493877,-2.39578860779669e-012
2.46199999999995,0.12,0.120000979492897,-2.39579127880921e-012
2.46299999999995,0.12,0.120000979491917,-2.39581487884118e-012
2.46399999999995,0.12,0.120000979490937,-2.3958160677578e-012
2.46499999999995,0.12,0.120000979489957,-2.39583869052552e-012
2.46599999999995,0.12,0.120000979488977,-2.3958393578816e-012
2.46699999999995,0.12,0.120000979487997,-2.39586186905272e-012
2.46799999999995,0.12,0.120000979487017,-2.39586279327155e-012
2.46899999999995,0.12,0.120000979486037,-2.39588589376584e-012
2.46999999999995,0.12,0.120000979485057,-2.39588770636341e-012
2.47099999999995,0.12,0.120000979484077,-2.39591196247534e-012
2.47199999999995,0.12,0.120000979483097,-2.39595680625246e-012
2.47299999999995,0.12,0.120000979482117,-2.39597893234123e-012
2.47399999999995,0.12,0.120000979481137,-2.39602221614835e-012
2.47499999999995,0.12,0.120000979480157,-2.39604329556909e-012
2.47599999999995,0.12,0.120000979479177,-2.39608599476466e-012
2.47699999999995,0.12,0.120000979478197,-2.39610690546703e-012
2.47799999999995,0.12,0.120000979477217,-2.39614981117982e-012
2.47899999999995,0.12,0.120000979476237,-2.39617126467149e-012
2.47999999999995,0.12,0.120000979475257,-2.39621501683489e-012
2.48099999999995,0.12,0.120000979474277,-2.39623758952178e-012
2.48199999999995,0.12,0.120000979473297,-2.39628270609644e-012
2.48299999999995,0.12,0.120000979472317,-2.39630686511722e-012
2.48399999999995,0.12,0.120000979471337,-2.39635376670794e-012
2.48499999999995,0.12,0.120000979470357,-2.39637988989225e-012
2.48599999999995,0.12,0.120000979469378,-2.39642891652981e-012
2.48699999999995,0.12,0.120000979468398,-2.39645731002712e-012
2.48799999999995,0.12,0.120000979467418,-2.39650873832072e-012
2.48899999999995,0.12,0.120000979466438,-2.3965396499411e-012
2.48999999999995,0.12,0.120000979465458,-2.39659370218396e-012
2.49099999999995,0.12,0.120000979464478,-2.39662733262128e-012
2.49199999999995,0.12,0.120000979463498,-2.39668418928435e-012
2.49299999999995,0.12,0.120000979462518,-2.39672070249242e-012
2.49399999999995,0.12,0.120000979461539,-2.39678051053591e-012
2.49499999999995,0.12,0.120000979460559,-2.39682003738134e-012
2.49599999999995,0.12,0.120000979459579,-2.39684128202645e-012
2.49699999999995,0.12,0.120000979458599,-2.39688767645619e-012
2.49799999999995,0.12,0.120000979457619,-2.39691545961331e-012
2.49899999999995,0.12,0.120000979456639,-2.39696809699351e-012
2.49999999999994,0.12,0.12000097945566,-2.39700185501517e-012
2.50099999999994,0.12,0.12000097945468,-2.39706022749664e-012
2.50199999999994,0.12,0.1200009794537,-2.39709950510261e-012
2.50299999999994,0.12,0.12000097945272,-2.39716320277434e-012
2.50399999999994,0.12,0.12000097945174,-2.39720763108179e-012
2.50499999999994,0.12,0.120000979450761,-2.39723468859638e-012
2.50599999999994,0.12,0.120000979449781,-2.39728771497646e-012
2.50699999999994,0.12,0.120000979448801,-2.39732286784962e-012
2.50799999999994,0.12,0.120000979447821,-2.39738353774914e-012
2.50899999999994,0.12,0.120000979446842,-2.39742592756593e-012
2.50999999999994,0.12,0.120000979445862,-2.39745183555093e-012
2.51099999999994,0.12,0.120000979444882,-2.39750451459456e-012
2.51199999999994,0.12,0.120000979443902,-2.39754003926225e-012
2.51299999999994,0.12,0.120000979442923,-2.39760173105407e-012
2.51399999999994,0.12,0.120000979441943,-2.39764572509832e-012
2.51499999999994,0.12,0.120000979440963,-2.39767376331824e-012
2.51599999999994,0.12,0.120000979439983,-2.39772904481767e-012
2.51699999999994,0.12,0.120000979439004,-2.39776759842223e-012
2.51799999999994,0.12,0.120000979438024,-2.3978327011628e-012
2.51899999999994,0.12,0.120000979437044,-2.39788045174523e-012
2.51999999999994,0.12,0.120000979436065,-2.3979125557233e-012
2.52099999999994,0.12,0.120000979435085,-2.39797218202529e-012
2.52199999999994,0.12,0.120000979434105,-2.39801533163062e-012
2.52299999999994,0.12,0.120000979433126,-2.39804362358985e-012
2.52399999999994,0.12,0.120000979432146,-2.39810014768661e-012
2.52499999999994,0.12,0.120000979431166,-2.39814083290253e-012
2.52599999999994,0.12,0.120000979430187,-2.39816723518419e-012
2.52699999999994,0.12,0.120000979429207,-2.39822238629348e-012
2.52799999999994,0.12,0.120000979428227,-2.3982621656606e-012
2.52899999999994,0.12,0.120000979427248,-2.3982880792572e-012
2.52999999999994,0.12,0.120000979426268,-2.39834311945811e-012
2.53099999999994,0.12,0.120000979425288,-2.39838312673003e-012
2.53199999999994,0.12,0.120000979424309,-2.39840957443384e-012
2.53299999999994,0.12,0.120000979423329,-2.39846542275712e-012
2.53399999999994,0.12,0.120000979422349,-2.39850648548504e-012
2.53499999999994,0.12,0.12000097942137,-2.39853421183801e-012
2.53599999999994,0.12,0.12000097942039,-2.3985915391867e-012
2.53699999999994,0.12,0.12000097941941,-2.39863426045807e-012
2.53799999999994,0.12,0.120000979418431,-2.39866380798482e-012
2.53899999999994,0.12,0.120000979417451,-2.39868146968056e-012
2.53999999999994,0.12,0.120000979416472,-2.39873003802036e-012
2.54099999999994,0.12,0.120000979415492,-2.39876517474696e-012
2.54199999999994,0.12,0.120000979414512,-2.39878819524958e-012
2.54299999999994,0.12,0.120000979413533,-2.39884191360264e-012
2.54399999999994,0.12,0.120000979412553,-2.39888201568932e-012
2.54499999999994,0.12,0.120000979411574,-2.39890983129839e-012
2.54599999999994,0.12,0.120000979410594,-2.39892656152259e-012
2.54699999999994,0.12,0.120000979409614,-2.39897491879237e-012
2.54799999999994,0.12,0.120000979408635,-2.39901049285266e-012
2.54899999999994,0.12,0.120000979407655,-2.39903453302413e-012
2.54999999999994,0.12,0.120000979406676,-2.39908979747702e-012
2.55099999999994,0.12,0.120000979405696,-2.39913191703735e-012
2.55199999999994,0.12,0.120000979404717,-2.39916217660118e-012
2.55299999999994,0.12,0.120000979403737,-2.39918173279199e-012
2.55399999999994,0.12,0.120000979402757,-2.39923326040021e-012
2.55499999999994,0.12,0.120000979401778,-2.39927231476006e-012
2.55599999999994,0.12,0.120000979400798,-2.39930011432845e-012
2.55699999999994,0.12,0.120000979399819,-2.39931775558953e-012
2.55799999999994,0.12,0.120000979398839,-2.39936785870009e-012
2.55899999999994,0.12,0.12000097939786,-2.39940592986645e-012
2.55999999999994,0.12,0.12000097939688,-2.39943314392331e-012
2.56099999999994,0.12,0.120000979395901,-2.39945055712077e-012
2.56199999999994,0.12,0.120000979394921,-2.39945911898274e-012
2.56299999999994,0.12,0.120000979393942,-2.39950132044057e-012
2.56399999999994,0.12,0.120000979392962,-2.39953254964536e-012
2.56499999999994,0.12,0.120000979391983,-2.39955387549975e-012
2.56599999999994,0.12,0.120000979391003,-2.39956625890968e-012
2.56699999999994,0.12,0.120000979390024,-2.39961219684161e-012
2.56799999999994,0.12,0.120000979389044,-2.39964708835217e-012
2.56899999999994,0.12,0.120000979388065,-2.39967200880263e-012
2.56999999999994,0.12,0.120000979387085,-2.39968792624577e-012
2.57099999999994,0.12,0.120000979386106,-2.39969571063738e-012
2.57199999999994,0.12,0.120000979385126,-2.39973777969337e-012
2.57299999999994,0.12,0.120000979384147,-2.39976945877854e-012
2.57399999999994,0.12,0.120000979383167,-2.39979175713263e-012
2.57499999999994,0.12,0.120000979382188,-2.39980558362201e-012
2.57599999999994,0.12,0.120000979381208,-2.39981175648049e-012
2.57699999999994,0.12,0.120000979380229,-2.39985264424316e-012
2.57799999999994,0.12,0.120000979379249,-2.399883529182e-012
2.57899999999994,0.12,0.12000097937827,-2.39990538279086e-012
2.57999999999994,0.12,0.12000097937729,-2.39991907878422e-012
2.58099999999994,0.12,0.120000979376311,-2.39992540363218e-012
2.58199999999994,0.12,0.120000979375331,-2.39996669707069e-012
2.58299999999994,0.12,0.120000979374352,-2.3999982172313e-012
2.58399999999994,0.12,0.120000979373372,-2.40002091231445e-012
2.58499999999994,0.12,0.120000979372393,-2.40003563401177e-012
2.58599999999994,0.12,0.120000979371413,-2.40004315179976e-012
2.58699999999994,0.12,0.120000979370434,-2.40008578857959e-012
2.58799999999994,0.12,0.120000979369454,-2.40011878760678e-012
2.58899999999994,0.12,0.120000979368475,-2.40014308141168e-012
2.58999999999994,0.12,0.120000979367496,-2.40015951279207e-012
2.59099999999993,0.12,0.120000979366516,-2.40016883857188e-012
2.59199999999993,0.12,0.120000979365537,-2.40017173844211e-012
2.59299999999993,0.12,0.120000979364557,-2.40021046034154e-012
2.59399999999993,0.12,0.120000979363578,-2.40024017547494e-012
2.59499999999993,0.12,0.120000979362598,-2.40026175459218e-012
2.59599999999993,0.12,0.120000979361619,-2.40027598209872e-012
2.59699999999993,0.12,0.120000979360639,-2.40028356431414e-012
2.59799999999993,0.12,0.12000097935966,-2.40028513571908e-012
2.59899999999993,0.12,0.120000979358681,-2.4003229018477e-012
2.59999999999993,0.12,0.120000979357701,-2.40035199663535e-012
2.60099999999993,0.12,0.120000979356722,-2.4003732577976e-012
2.60199999999993,0.12,0.120000979355742,-2.40038743919378e-012
2.60299999999993,0.12,0.120000979354763,-2.4003952197208e-012
2.60399999999993,0.12,0.120000979353783,-2.4003972100894e-012
2.60499999999993,0.12,0.120000979352804,-2.40039395960047e-012
2.60599999999993,0.12,0.120000979351825,-2.40042759665523e-012
2.60699999999993,0.12,0.120000979350845,-2.40045318583821e-012
2.60799999999993,0.12,0.120000979349866,-2.40047150340215e-012
2.60899999999993,0.12,0.120000979348886,-2.40048324560814e-012
2.60999999999993,0.12,0.120000979347907,-2.40048904137814e-012
2.61099999999993,0.12,0.120000979346928,-2.40048945610664e-012
2.61199999999993,0.12,0.120000979345948,-2.400484998384e-012
2.61299999999993,0.12,0.120000979344969,-2.40051776029491e-012
2.61399999999993,0.12,0.120000979343989,-2.40054277158966e-012
2.61499999999993,0.12,0.12000097934301,-2.40056077977481e-012
2.61599999999993,0.12,0.120000979342031,-2.40057245442993e-012
2.61699999999993,0.12,0.120000979341051,-2.40057840076003e-012
2.61799999999993,0.12,0.120000979340072,-2.40057916171326e-012
2.61899999999993,0.12,0.120000979339092,-2.40057522560409e-012
2.61999999999993,0.12,0.120000979338113,-2.40060866794716e-012
2.62099999999993,0.12,0.120000979337134,-2.40063450239911e-012
2.62199999999993,0.12,0.120000979336154,-2.40065346164345e-012
2.62299999999993,0.12,0.120000979335175,-2.40066620424829e-012
2.62399999999993,0.12,0.120000979334195,-2.40067332101911e-012
2.62499999999993,0.12,0.120000979333216,-2.40067534685722e-012
2.62599999999993,0.12,0.120000979332237,-2.4006727594892e-012
2.62699999999993,0.12,0.120000979331257,-2.40066599259593e-012
2.62799999999993,0.12,0.120000979330278,-2.40069706785248e-012
2.62899999999993,0.12,0.120000979329299,-2.40072095370514e-012
2.62999999999993,0.12,0.120000979328319,-2.40073834000929e-012
2.63099999999993,0.12,0.12000097932734,-2.40074984806361e-012
2.63199999999993,0.12,0.12000097932636,-2.40075603563929e-012
2.63299999999993,0.12,0.120000979325381,-2.40075740629742e-012
2.63399999999993,0.12,0.120000979324402,-2.40075441108304e-012
2.63499999999993,0.12,0.120000979323422,-2.400747457419e-012
2.63599999999993,0.12,0.120000979322443,-2.40073691286466e-012
2.63699999999993,0.12,0.120000979321464,-2.40076473948516e-012
2.63799999999993,0.12,0.120000979320484,-2.40078585437541e-012
2.63899999999993,0.12,0.120000979319505,-2.40080089879228e-012
2.63999999999993,0.12,0.120000979318526,-2.40081045078283e-012
2.64099999999993,0.12,0.120000979317546,-2.40081503000176e-012
2.64199999999993,0.12,0.120000979316567,-2.40081510443478e-012
2.64299999999993,0.12,0.120000979315587,-2.40081109548078e-012
2.64399999999993,0.12,0.120000979314608,-2.40080338171055e-012
2.64499999999993,0.12,0.120000979313629,-2.40079230410779e-012
2.64599999999993,0.12,0.120000979312649,-2.40081980350888e-012
2.64699999999993,0.12,0.12000097931167,-2.40084077583289e-012
2.64799999999993,0.12,0.120000979310691,-2.40085584364905e-012
2.64899999999993,0.12,0.120000979309711,-2.40086556816962e-012
2.64999999999993,0.12,0.120000979308732,-2.40087045502033e-012
2.65099999999993,0.12,0.120000979307753,-2.40087095821084e-012
2.65199999999993,0.12,0.120000979306773,-2.40086748728158e-012
2.65299999999993,0.12,0.120000979305794,-2.40086040936839e-012
2.65399999999993,0.12,0.120000979304815,-2.4008500557141e-012
2.65499999999993,0.12,0.120000979303835,-2.40087835868476e-012
2.65599999999993,0.12,0.120000979302856,-2.40090020657615e-012
2.65699999999993,0.12,0.120000979301877,-2.4009162139636e-012
2.65799999999993,0.12,0.120000979300897,-2.40092693729484e-012
2.65899999999993,0.12,0.120000979299918,-2.40093287377819e-012
2.65999999999993,0.12,0.120000979298939,-2.40093447403518e-012
2.66099999999993,0.12,0.120000979297959,-2.40093214252405e-012
2.66199999999993,0.12,0.12000097929698,-2.40092624135139e-012
2.66299999999993,0.12,0.120000979296001,-2.400917100013e-012
2.66399999999993,0.12,0.120000979295021,-2.4009050115823e-012
2.66499999999993,0.12,0.120000979294042,-2.40093187623807e-012
2.66599999999993,0.12,0.120000979293063,-2.40095255093589e-012
2.66699999999993,0.12,0.120000979292083,-2.40096762653416e-012
2.66799999999993,0.12,0.120000979291104,-2.40097763237555e-012
2.66899999999993,0.12,0.120000979290125,-2.40098304703366e-012
2.66999999999993,0.12,0.120000979289146,-2.40098430037773e-012
2.67099999999993,0.12,0.120000979288166,-2.40098177738421e-012
2.67199999999993,0.12,0.120000979287187,-2.40097582872477e-012
2.67299999999993,0.12,0.120000979286208,-2.40096676526047e-012
2.67399999999993,0.12,0.120000979285228,-2.40095487074737e-012
2.67499999999993,0.12,0.120000979284249,-2.40094039887183e-012
2.67599999999993,0.12,0.12000097928327,-2.4009652100021e-012
2.67699999999993,0.12,0.12000097928229,-2.40098413102408e-012
2.67799999999993,0.12,0.120000979281311,-2.40099772055598e-012
2.67899999999993,0.12,0.120000979280332,-2.4010064834824e-012
2.67999999999993,0.12,0.120000979279352,-2.40101087164246e-012
2.68099999999993,0.12,0.120000979278373,-2.40101129330605e-012
2.68199999999992,0.12,0.120000979277394,-2.4010081169325e-012
2.68299999999992,0.12,0.120000979276415,-2.40100167201762e-012
2.68399999999992,0.12,0.120000979275435,-2.40099225671702e-012
2.68499999999992,0.12,0.120000979274456,-2.40098013784607e-012
2.68599999999992,0.12,0.120000979273477,-2.40096555638564e-012
2.68699999999992,0.12,0.120000979272497,-2.40099036338662e-012
2.68799999999992,0.12,0.120000979271518,-2.40100937345294e-012
2.68899999999992,0.12,0.120000979270539,-2.4010231363619e-012
2.68999999999992,0.12,0.12000097926956,-2.40103214799837e-012
2.69099999999992,0.12,0.12000097926858,-2.4010368539546e-012
2.69199999999992,0.12,0.120000979267601,-2.40103765524777e-012
2.69299999999992,0.12,0.120000979266622,-2.40103491313742e-012
2.69399999999992,0.12,0.120000979265642,-2.40102895246069e-012
2.69499999999992,0.12,0.120000979264663,-2.40102006586747e-012
2.69599999999992,0.12,0.120000979263684,-2.40100851636147e-012
2.69699999999992,0.12,0.120000979262705,-2.40099454068842e-012
2.69799999999992,0.12,0.120000979261725,-2.40097835230061e-012
2.69899999999992,0.12,0.120000979260746,-2.40100177726147e-012
2.69999999999992,0.12,0.120000979259767,-2.40101960651091e-012
2.70099999999992,0.12,0.120000979258787,-2.40103237023864e-012
2.70199999999992,0.12,0.120000979257808,-2.40104054659474e-012
2.70299999999992,0.12,0.120000979256829,-2.40104456465434e-012
2.70399999999992,0.12,0.12000097925585,-2.40104481145857e-012
2.70499999999992,0.12,0.12000097925487,-2.40104163344389e-012
2.70599999999992,0.12,0.120000979253891,-2.4010353440125e-012
2.70699999999992,0.12,0.120000979252912,-2.40102622570282e-012
2.70799999999992,0.12,0.120000979251933,-2.40101453130125e-012
2.70899999999992,0.12,0.120000979250953,-2.40100048993021e-012
2.70999999999992,0.12,0.120000979249974,-2.40098430572462e-012
2.71099999999992,0.12,0.120000979248995,-2.40100779712462e-012
2.71199999999992,0.12,0.120000979248015,-2.40102575162907e-012
2.71299999999992,0.12,0.120000979247036,-2.4010386914867e-012
2.71399999999992,0.12,0.120000979246057,-2.40104709013601e-012
2.71499999999992,0.12,0.120000979245078,-2.40105137284047e-012
2.71599999999992,0.12,0.120000979244098,-2.40105191986494e-012
2.71699999999992,0.12,0.120000979243119,-2.40104907722237e-012
2.71799999999992,0.12,0.12000097924214,-2.40104315328569e-012
2.71899999999992,0.12,0.120000979241161,-2.40103442752285e-012
2.71999999999992,0.12,0.120000979240181,-2.4010231510791e-012
2.72099999999992,0.12,0.120000979239202,-2.40100954799466e-012
2.72199999999992,0.12,0.120000979238223,-2.40099382367503e-012
2.72299999999992,0.12,0.120000979237244,-2.40101779232516e-012
2.72399999999992,0.12,0.120000979236264,-2.40103624022629e-012
2.72499999999992,0.12,0.120000979235285,-2.40104968782724e-012
2.72599999999992,0.12,0.120000979234306,-2.40105860740182e-012
2.72699999999992,0.12,0.120000979233327,-2.40106342246648e-012
2.72799999999992,0.12,0.120000979232347,-2.40106451286258e-012
2.72899999999992,0.12,0.120000979231368,-2.40106222290901e-012
2.72999999999992,0.12,0.120000979230389,-2.40105686013166e-012
2.73099999999992,0.12,0.12000097922941,-2.40104870357496e-012
2.73199999999992,0.12,0.12000097922843,-2.40103800311362e-012
2.73299999999992,0.12,0.120000979227451,-2.40102498236433e-012
2.73399999999992,0.12,0.120000979226472,-2.40100984588556e-012
2.73499999999992,0.12,0.120000979225493,-2.40099277409533e-012
2.73599999999992,0.12,0.120000979224513,-2.40101556600494e-012
2.73699999999992,0.12,0.120000979223534,-2.40103298788447e-012
2.73799999999992,0.12,0.120000979222555,-2.40104554843017e-012
2.73899999999992,0.12,0.120000979221576,-2.40105370292223e-012
2.73999999999992,0.12,0.120000979220597,-2.40105786296573e-012
2.74099999999992,0.12,0.120000979219617,-2.40105839961405e-012
2.74199999999992,0.12,0.120000979218638,-2.40105564527466e-012
2.74299999999992,0.12,0.120000979217659,-2.40104989985018e-012
2.74399999999992,0.12,0.12000097921668,-2.40104143264414e-012
2.74499999999992,0.12,0.1200009792157,-2.40103048633148e-012
2.74599999999992,0.12,0.120000979214721,-2.40101727987023e-012
2.74699999999992,0.12,0.120000979213742,-2.40100200982495e-012
2.74799999999992,0.12,0.120000979212763,-2.40098485359612e-012
2.74899999999992,0.12,0.120000979211783,-2.4009659695789e-012
2.74999999999992,0.12,0.120000979210804,-2.4009871351323e-012
2.75099999999992,0.12,0.120000979209825,-2.40100309884462e-012
2.75199999999992,0.12,0.120000979208846,-2.40101435114793e-012
2.75299999999992,0.12,0.120000979207867,-2.40102133414049e-012
2.75399999999992,0.12,0.120000979206887,-2.4010244455572e-012
2.75499999999992,0.12,0.120000979205908,-2.40102404279303e-012
2.75599999999992,0.12,0.120000979204929,-2.40102044819696e-012
2.75699999999992,0.12,0.12000097920395,-2.40101395140132e-012
2.75799999999992,0.12,0.120000979202971,-2.40100481334519e-012
2.75899999999992,0.12,0.120000979201991,-2.40099326860375e-012
2.75999999999992,0.12,0.120000979201012,-2.40097952851174e-012
2.76099999999992,0.12,0.120000979200033,-2.40096378328098e-012
2.76199999999992,0.12,0.120000979199054,-2.40094620395919e-012
2.76299999999992,0.12,0.120000979198074,-2.4009685780698e-012
2.76399999999992,0.12,0.120000979197095,-2.40098566351844e-012
2.76499999999992,0.12,0.120000979196116,-2.40099796047807e-012
2.76599999999992,0.12,0.120000979195137,-2.40100591829967e-012
2.76699999999992,0.12,0.120000979194158,-2.40100994181205e-012
2.76799999999992,0.12,0.120000979193178,-2.40101039402176e-012
2.76899999999992,0.12,0.120000979192199,-2.40100760267762e-012
2.76999999999992,0.12,0.12000097919122,-2.40100186387059e-012
2.77099999999992,0.12,0.120000979190241,-2.40099344224551e-012
2.77199999999992,0.12,0.120000979189262,-2.40098257756565e-012
2.77299999999991,0.12,0.120000979188282,-2.4009694836539e-012
2.77399999999991,0.12,0.120000979187303,-2.4009543536867e-012
2.77499999999991,0.12,0.120000979186324,-2.40093736337044e-012
2.77599999999991,0.12,0.120000979185345,-2.40096030234614e-012
2.77699999999991,0.12,0.120000979184366,-2.40097793021351e-012
2.77799999999991,0.12,0.120000979183386,-2.4009907501101e-012
2.77899999999991,0.12,0.120000979182407,-2.40099921308098e-012
2.77999999999991,0.12,0.120000979181428,-2.40100372443139e-012
2.78099999999991,0.12,0.120000979180449,-2.40100465135014e-012
2.78199999999991,0.12,0.12000097917947,-2.40100232158601e-012
2.78299999999991,0.12,0.12000097917849,-2.40099703250053e-012
2.78399999999991,0.12,0.120000979177511,-2.40098905085613e-012
2.78499999999991,0.12,0.120000979176532,-2.40097861514552e-012
2.78599999999991,0.12,0.120000979175553,-2.40096594300324e-012
2.78699999999991,0.12,0.120000979174574,-2.40095122718221e-012
2.78799999999991,0.12,0.120000979173595,-2.40093464381235e-012
2.78899999999991,0.12,0.120000979172615,-2.40091635001827e-012
2.78999999999991,0.12,0.120000979171636,-2.4009381198238e-012
2.79099999999991,0.12,0.120000979170657,-2.4009547017643e-012
2.79199999999991,0.12,0.120000979169678,-2.40096658542479e-012
2.79299999999991,0.12,0.120000979168699,-2.40097420999186e-012
2.79399999999991,0.12,0.120000979167719,-2.40097797314749e-012
2.79499999999991,0.12,0.12000097916674,-2.40097823059257e-012
2.79599999999991,0.12,0.120000979165761,-2.40097530467607e-012
2.79699999999991,0.12,0.120000979164782,-2.40096948423623e-012
2.79799999999991,0.12,0.120000979163803,-2.40096102798868e-012
2.79899999999991,0.12,0.120000979162824,-2.40095017188503e-012
2.79999999999991,0.12,0.120000979161844,-2.40093712471891e-012
2.80099999999991,0.12,0.120000979160865,-2.40092207786682e-012
2.80199999999991,0.12,0.120000979159886,-2.40090520163532e-012
2.80299999999991,0.12,0.120000979158907,-2.4008866484374e-012
2.80399999999991,0.12,0.120000979157928,-2.4009081909734e-012
2.80499999999991,0.12,0.120000979156949,-2.4009245736494e-012
2.80599999999991,0.12,0.120000979155969,-2.40093628218583e-012
