ControllerTime,Controller,PlantTime,Plant
0.001087481,0,0.001080037,0
0.002057685,0,0.002052481,0
0.003067666,0,0.003051185,0
0.004064389,0,0.004059278,0
0.005070926,0,0.005058204,0
0.00607737,0,0.006055259,0
0.007072963,0,0.007054444,0
0.008070426,0,0.008055204,0
0.009073813999999999,0,0.009053222,0
0.010071833,0,0.0100545,0
0.011068129,0,0.011052259,0
0.01206924,0,0.012054185,0
0.013064907,0,0.013051407,0
0.014067222,0,0.014056981,0
0.015070203,0,0.015068537,0
0.016073611,0,0.016056185,0
0.017071944,0,0.017052889,0
0.018072055,0,0.018055555,0
0.019071222,0,0.019053315,0
0.020069481,0,0.020054629,0
0.021068296,0,0.021051704,0
0.022069074,0,0.022066,0
0.023065796,0,0.023054611,0
0.024066389,0,0.024057037,0
0.025069981,0,0.025053185,0
0.026071981,0,0.026068259,0
0.027068944,0,0.027058092,0
0.028074296,0,0.028054463,0
0.029071092,0,0.029051481,0
0.0300675,0,0.030053778,0
0.031064796,0,0.031055166,0
0.032078926,0,0.032057889,0
0.033071963,0,0.033053889,0
0.034071889,0,0.034055463,0
0.035068037,0,0.035050629,0
0.036066889,0,0.036055796,0
0.037065111,0,0.03705187,0
0.038068351,0,0.038056389,0
0.039069426,0,0.039051185,0
0.040068333,0,0.040056685,0
0.041064129,0,0.041055463,0
0.042069259,0,0.042056185,0
0.043070537,0,0.04305487,0
0.044072833,0,0.044056703,0
0.045072926,0,0.045056907,0
0.046070481,0,0.0460575,0
0.047072851,0,0.047052907,0
0.048075,0,0.048056426,0
0.049070259,0,0.049051648,0
0.050068333,0,0.05005487,0
0.051066629,0,0.051054722,0
0.05206787,0,0.052054222,0
0.053070333,0,0.053052703,0
0.054070833,0,0.054057074,0
0.055071018,0,0.055053315,0
0.056071055,0,0.056053944,0
0.057067,0,0.057051333,0
0.058066259,0,0.058054611,0
0.059065574,0,0.059054759,0
0.060073463,0,0.060056389,0
0.061073111,0,0.061055241,0
0.062072074,0,0.062056963,0
0.06307027699999999,0,0.06305601800000001,0
0.06407324,0,0.064057296,0
0.065068037,0,0.06505016600000001,0
0.066067611,0,0.066056037,0
0.067064018,0,0.067053759,0
0.06807094399999999,0,0.06805662899999999,0
0.069069296,0,0.069052815,0
0.07006850000000001,0,0.070053963,0
0.071069407,0,0.071065666,0
0.072069333,0,0.072064981,0
0.07306873999999999,0,0.07305837,0
0.07406848100000001,0,0.074058611,0
0.075068222,0,0.07506251799999999,0
0.076074796,0,0.076063389,0
0.077072796,0,0.077062148,0
0.078071944,0,0.078053685,0
0.079073333,0,0.079053463,0
0.0800665,0,0.080051778,0
0.081066444,0,0.08105487,0
0.08206796299999999,0,0.08205488900000001,0
0.083071111,0,0.083054463,0
0.084068666,0,0.08405237,0
0.08506962899999999,0,0.085053611,0
0.08606868500000001,0,0.086052185,0
0.087067833,0,0.087052963,0
0.088065796,0,0.08806133300000001,0
0.089067981,0,0.089060018,0
0.09006537000000001,0,0.09005933300000001,0
0.09107757399999999,0,0.09105590700000001,0
0.092072981,0,0.09205522200000001,0
0.093072907,0,0.093054333,0
0.09407164799999999,0,0.09405440700000001,0
0.095071092,0,0.095055944,0
0.096075222,0,0.096053574,0
0.097066018,0,0.09705377799999999,0
0.09806614800000001,0,0.09805607399999999,0
0.099065685,0,0.099066574,0
0.100072518,0,0.100053815,0
0.101071666,0,0.101055111,0
0.102071648,0,0.102055259,0
0.103072222,0,0.103055537,0
0.104071629,0,0.104052852,0
0.105069351,0,0.105054481,0
0.106067759,0,0.10605487,0
0.107070092,0,0.10705437,0
0.108069333,0,0.108057926,0
0.109069166,0,0.109053407,0
0.110068777,0,0.110052185,0
0.111068537,0,0.111050537,0
0.11206787,0,0.112051518,0
0.113065463,0,0.11305037,0
0.114064277,0,0.114054166,0
0.115066648,0,0.115066611,0
0.116066314,0,0.116054518,0
0.117071648,0,0.117055555,0
0.11806837,0,0.11805874,0
0.119071166,0,0.119053722,0
0.120070185,0,0.120054111,0
0.121071629,0,0.121054926,0
0.122067166,0,0.122051648,0
0.123066888,0,0.123055481,0
0.124069259,0,0.124058333,0
0.125070074,0,0.125055685,0
0.126068148,0,0.126059481,0
0.127069629,0,0.127055611,0
0.128072796,0,0.128052815,0
0.129067314,0,0.129055166,0
0.130072981,0,0.130057,0
0.131070518,0,0.131059148,0
0.132072074,0,0.132052759,0
0.133073277,0,0.133051481,0
0.134067185,0,0.134053037,0
0.135065407,0,0.135055759,0
0.136064222,0,0.136051611,0
0.137066259,0,0.137056666,0
0.138065666,0,0.138055666,0
0.139069814,0,0.13905774,0
0.140066759,0,0.140053481,0
0.141070296,0,0.141055629,0
0.142068944,0,0.142058518,0
0.143066685,0,0.143058611,0
0.144071851,0,0.144057759,0
0.145074074,0,0.145057648,0
0.146070833,0,0.146054074,0
0.147070426,0,0.14705574,0
0.14806537,0,0.148050685,0
0.149069722,0,0.149051907,0
0.15006724,0,0.150053166,0
0.151068129,0,0.151059574,0
0.152065833,0,0.152060759,0
0.153069055,0,0.153051055,0
0.154066018,0,0.154051222,0
0.155066629,0,0.155050685,0
0.156064907,0,0.156054278,0
0.157062851,0,0.157050926,0
0.158066481,0,0.158051166,0
0.159064185,0,0.159054815,0
0.160071851,0,0.160052463,0
0.161070555,0,0.161051926,0
0.162067722,0,0.162052537,0
0.16306737,0,0.163058018,0
0.164069222,0,0.164054981,0
0.165069907,0,0.16505374,0
0.1660705,0,0.166055555,0
0.167068759,0,0.16705187,0
0.168067833,0,0.168058852,0
0.169067722,0,0.169052666,0
0.17006787,0,0.170056092,0
0.17107324,0,0.171054037,0
0.172066833,0,0.172054815,0
0.173067148,0,0.173053166,0
0.174067388,0,0.174052129,0
0.175067518,0,0.175050907,0
0.176065425,0,0.176052685,0
0.177063277,0,0.177051889,0
0.178064222,0,0.178048148,0
0.179061518,0,0.179059777,0
0.180058907,0,0.180047963,0
0.18106037,0,0.181055074,0
0.182073796,0,0.182057277,0
0.183073203,0,0.183056129,0
0.184073814,0,0.184053111,0
0.185070611,0,0.185052352,0
0.186069222,0,0.186055907,0
0.187069981,0,0.187055074,0
0.188069463,0,0.188052315,0
0.1890715,0,0.189053185,0
0.190064666,0,0.190052889,0
0.19107024,0,0.191053537,0
0.192070981,0,0.192051963,0
0.193069351,0,0.193052815,0
0.194069592,0,0.194053018,0
0.195069851,0,0.195059333,0
0.196071166,0,0.196053852,0
0.197069925,0,0.197057092,0
0.198075092,0,0.198054537,0
0.19907,0,0.199053,0
0.200070055,0,0.200054611,0
0.201066037,0,0.201053833,0
0.202071222,0,0.202058111,0
0.203072333,0,0.203053926,0
0.204070666,0,0.204053259,0
0.205069203,0,0.205054611,0
0.206070425,0,0.206054018,0
0.207072259,0,0.207057852,0
0.208070351,0,0.208058277,0
0.209074703,0,0.209056352,0
0.210072592,0,0.210053759,0
0.211071074,0,0.21106237,0
0.212073518,0,0.212055518,0
0.213076055,0,0.21305424,0
0.214071648,0,0.214055648,0
0.215069407,0,0.215056926,0
0.216066463,0,0.216056444,0
0.217066722,0,0.217055907,0
0.218071222,0,0.218055592,0
0.219069388,0,0.21905924,0
0.22006987,0,0.220054018,0
0.221069592,0,0.221054963,0
0.22207374,0,0.222057352,0
0.223069629,0,0.223053852,0
0.224069537,0,0.224053426,0
0.225066759,0,0.225055333,0
0.226072481,0,0.226054352,0
0.227071851,0,0.227057018,0
0.228070814,0,0.228054852,0
0.22907224,0,0.229052222,0
0.230067333,0,0.230049833,0
0.231065777,0,0.231057203,0
0.232065092,0,0.232063777,0
0.233066185,0,0.233054537,0
0.23406824,0,0.234052111,0
0.235066925,0,0.235056259,0
0.236065537,0,0.236055722,0
0.237071481,0,0.237057611,0
0.238069962,0,0.238055074,0
0.239069407,0,0.239054537,0
0.240069296,0,0.240057037,0
0.241066518,0,0.241058092,0
0.242068481,0,0.242055629,0
0.24306937,0,0.243054166,0
0.244067814,0,0.244058685,0
0.24506674,0,0.245059907,0
0.246072518,0,0.246058759,0
0.247067666,0,0.247066629,0
0.248077333,0,0.24805687,0
0.249070796,0,0.249059203,0
0.250071796,0,0.250056611,0
0.251070925,0,0.251058074,0
0.252065648,0,0.252057796,0
0.253074407,0,0.253064296,0
0.254074277,0,0.254058314,0
0.2550765,0,0.25505737,0
0.256069814,0,0.256053685,0
0.257067722,0,0.25706137,0
0.258066259,0,0.258052759,0
0.259066574,0,0.259050926,0
0.260063259,0,0.260053018,0
0.261065685,0,0.261058,0
0.262066185,0,0.262052981,0
0.263068148,0,0.263056611,0
0.264075055,0,0.264054963,0
0.265070759,0,0.265063907,0
0.266070037,0,0.266056574,0
0.267072888,0,0.267056722,0
0.268067833,0,0.268056555,0
0.269068351,0,0.269054518,0
0.270068703,0,0.270062537,0
0.27106924,0,0.271062759,0
0.272072685,0,0.272056648,0
0.273070888,0,0.27305637,0
0.274068685,0,0.274057389,0
0.275067574,0,0.275057703,0
0.276066,0,0.276057629,0
0.277070962,0,0.277056722,0
0.278069962,0,0.278057129,0
0.279069759,0,0.279054926,0
0.280069722,0,0.280056092,0
0.281072537,0,0.281057314,0
0.282066685,0,0.282060296,0
0.283071388,0,0.283056537,0
0.284068499,0,0.284063037,0
0.285071388,0,0.285052889,0
0.286069814,0,0.286060407,0
0.287066444,0,0.287060648,0
0.288068111,0,0.288070277,0
0.28907987,0,0.289058574,0
0.290071185,0,0.290058666,0
0.291070925,0,0.291057111,0
0.292068907,0,0.29206387,0
0.29306824,0,0.29305574,0
0.294073999,0,0.294057444,0
0.295068722,0,0.29507387,0
0.296072796,0,0.296058833,0
0.297076296,0,0.297059444,0
0.298077574,0,0.298062166,0
0.299074777,0,0.299058685,0
0.30007087,0,0.300057333,0
0.301070814,0,0.301059314,0
0.302069703,0,0.302059611,0
0.303070277,0,0.303056944,0
0.304069148,0,0.304062389,0
0.305069518,0,0.305054574,0
0.306070592,0,0.306058814,0
0.307067129,0,0.307056259,0
0.30807037,0,0.308057426,0
0.309066981,0,0.309056463,0
0.310071314,0,0.310061129,0
0.311071851,0,0.311058018,0
0.312070796,0,0.312053426,0
0.31306624,0,0.313050648,0
0.314063185,0,0.314053111,0
0.315060296,0,0.315059074,0
0.316074518,0,0.316057537,0
0.317069629,0,0.317059222,0
0.318074037,0,0.318055703,0
0.319070203,0,0.319054426,0
0.320071574,0,0.320057074,0
0.321070074,0,0.321060722,0
0.322071037,0,0.322056981,0
0.323072759,0,0.323057166,0
0.324069851,0,0.324060537,0
0.325076499,0,0.325054351,0
0.326072259,0,0.326055314,0
0.327070185,0,0.327054389,0
0.328066666,0,0.328053055,0
0.329072907,0,0.329053592,0
0.330070092,0,0.330057166,0
0.331068925,0,0.331054518,0
0.332068537,0,0.332051889,0
0.333069925,0,0.333052166,0
0.334069018,0,0.334053092,0
0.335067166,0,0.335053592,0
0.336070111,0,0.336062833,0
0.337070314,0,0.337054703,0
0.338072574,0,0.338057926,0
0.339070648,0,0.339051889,0
0.340068222,0,0.340055426,0
0.341063018,0,0.341057296,0
0.342071277,0,0.342055203,0
0.343065777,0,0.34305224,0
0.344070574,0,0.344056611,0
0.345070944,0,0.345051944,0
