0.001247426,0.001209703,0.00120287,0.001202055,0.000264389
0.002231982,0.002200666,0.002205333,0.002201185,0.001249981
0.003227834,0.003199592,0.003204222,0.003204093,0.002250629
0.004175074,0.004209148,0.0042025,0.004203852,0.003248444
0.005169926,0.005203055,0.005203945,0.005204111,0.004248815
0.006173889,0.006198185,0.006200611,0.006202241,0.005248907
0.007169537,0.00719824,0.007199333,0.007201926,0.006253926
0.008169981999999999,0.008198443999999999,0.008201685,0.008202074,0.007248833
0.009168556,0.009198648,0.009201426,0.009201518000000001,0.008253907
0.010168093,0.0101985,0.010200926,0.010201555,0.009249129
0.011168408,0.011198778,0.01139263,0.011201667,0.010250407
0.012169334,0.012198759,0.012376204,0.012201815,0.011252092
0.013168797,0.013198537,0.013377852,0.013201537,0.012253352
0.0141695,0.014198481,0.014374167,0.014202148,0.013249518
0.015307371,0.015198703,0.01537637,0.015201722,0.014248296
0.016290334,0.01619874,0.016381296,0.01620187,0.015253037
0.017291648,0.017198703,0.01738213,0.017201759,0.01625187
0.01828726,0.018198833,0.018379963,0.018201963,0.017251129
0.019289741,0.019198944,0.019382019,0.019201778,0.018250685
0.020304297,0.020199092,0.020383056,0.020201593,0.019248185
0.021298482,0.021198815,0.021378759,0.021201611,0.02025024
0.022294723,0.022199055,0.022378333,0.022201722,0.021247759
0.023295908,0.023198703,0.023382093,0.023201704,0.022248074
0.024297834,0.024198815,0.024377482,0.024201944,0.02324837
0.025293167,0.025198778,0.025374852,0.025202074,0.024247389
0.026293111,0.026198759,0.026380333,0.02620163,0.025247611
0.027296945,0.027198685,0.027380759,0.027201463,0.026247666
0.028292371,0.02819887,0.02837713,0.028201741,0.02724737
0.029289019,0.029199037,0.029377482,0.029201648,0.028247796
0.0302945,0.030198963,0.030374852,0.030201611,0.029249852
0.031294519,0.031198759,0.031378019,0.031201667,0.030251222
0.03229113,0.032198722,0.032373556,0.032201759,0.031247889
0.033291037,0.033198833,0.033373259,0.033201778,0.032250129
0.03428913,0.034198796,0.034375241,0.034201685,0.033247629
0.035292445,0.035198685,0.035372,0.035201685,0.034247222
0.036287889,0.036198833,0.036372963,0.036201685,0.035250259
0.037288297,0.03719874,0.037373241,0.037201593,0.036247389
0.038289371,0.038199018,0.03837237,0.038201685,0.037246944
0.039285945,0.039198889,0.039372648,0.039201741,0.038249759
0.040287241,0.040198666,0.040377167,0.040201722,0.039245815
0.041287371,0.041198852,0.041378759,0.041201648,0.040250444
0.042286482,0.0421985,0.042373296,0.042201667,0.041247833
0.043290334,0.04319924,0.043377074,0.043201685,0.042251481
0.044291723,0.044198833,0.044375778,0.044201648,0.0432475
0.045292148,0.045198852,0.045374796,0.04520163,0.044251
