thread1,thread2
0.001100093,0.001100981
0.002087223,0.002093796
0.003081556,0.003091074
0.004081871,0.004092074
0.005079426,0.005090926
0.006080723,0.00608987
0.007078223,0.00709063
0.008080797000000001,0.0080905
0.009079093,0.009089944000000001
0.0100795,0.01009037
0.011077611,0.01109013
0.012078334,0.012090426
0.0130775,0.013090241
0.014079519,0.014090315
0.015077278,0.015090333
0.016078574,0.016090148
0.017076945,0.017090518
0.018077649,0.018090833
0.019077519,0.019089555
0.020078334,0.020090389
0.021076537,0.021089518
0.022078445,0.022090537
0.023076463,0.023089889
0.024078426,0.024090963
0.025076834,0.02509
0.026078371,0.026090722
0.027076704,0.027089815
0.028078426,0.028090667
0.029076537,0.02909
0.030078741,0.0300865
0.031076704,0.031090426
0.032078926,0.032090111
0.033077,0.033090648
0.034078056,0.034090574
0.035077111,0.035090204
0.036078371,0.036090222
0.037076852,0.037089944
0.038077834,0.03809037
0.03907663,0.039090204
0.040078574,0.040090185
0.041076371,0.041089426
0.042078149,0.042086518
0.043076204,0.043090018
0.044079167,0.0440905
0.045076834,0.045090148
0.046078204,0.046090537
0.047076593,0.047090222
0.048078,0.048086778
0.049076945,0.049090185
0.050079445,0.050090852
0.051076537,0.051089852
0.052078278,0.052090722
0.053076352,0.053090315
0.054078574,0.0540905
0.055077167,0.055090074
0.05607826,0.056090759
0.057076908,0.05708987
0.058078167,0.058090185
0.059076334,0.059089926
0.060077686,0.060090759
0.061076426,0.061089944
0.062078074,0.06209037
0.063076408,0.063089981
0.064078371,0.06409005500000001
0.065076537,0.06508986999999999
0.066077815,0.066090592
0.067076278,0.067090389
0.068078111,0.068090555
0.069076945,0.069090129
0.070078574,0.07009035199999999
0.07107709299999999,0.071089759
0.072078241,0.07209046299999999
0.07307651900000001,0.073089667
0.07407820399999999,0.074090296
0.075076482,0.075089981
0.076078019,0.07609062900000001
0.077076537,0.07708994399999999
0.078078223,0.07809062899999999
0.07907676,0.07909031499999999
0.080078334,0.080086648
0.081076963,0.081090018
0.082079371,0.082090629
0.083076648,0.083089259
0.084078704,0.08408885200000001
0.08507572300000001,0.085088704
0.086075056,0.08609040699999999
0.087074945,0.087091981
0.08807720400000001,0.088090259
0.089079963,0.08909257399999999
0.090084778,0.090094148
0.09108826,0.091092667
0.092087167,0.092091574
0.093083019,0.093091592
0.094083056,0.094092222
0.09508040800000001,0.09509118499999999
0.096083111,0.096091648
0.09708307400000001,0.09709211099999999
0.098083223,0.098092574
0.099080111,0.099091296
0.100078686,0.100090796
0.101078945,0.101090778
0.102078704,0.102090352
0.103078963,0.103092944
0.104077852,0.104091629
0.105089611,0.105090944
0.106085352,0.106090315
0.107085278,0.107085741
0.108083408,0.108089481
0.109081315,0.109090092
0.110077482,0.110089592
0.111078723,0.111090685
0.112077037,0.112089685
0.113078963,0.113089907
0.114077297,0.1140895
0.115078611,0.115090815
0.116077111,0.116089611
0.11707913,0.117090333
0.118077074,0.118089685
0.119078889,0.119090259
0.120076574,0.120089426
0.121078741,0.121089981
0.122076926,0.122089204
0.123078408,0.123089944
0.124076537,0.124089518
0.12507876,0.125090315
0.126076889,0.126089629
0.127078741,0.127090278
0.128077037,0.128089666
0.129078963,0.129090111
0.130077019,0.130089704
0.131078463,0.131086
0.132077019,0.132090148
0.133079408,0.133090352
0.134077315,0.134089481
0.135078908,0.135090129
0.136076945,0.136089555
0.137078778,0.137089833
0.138076945,0.138089537
0.139078167,0.13909
0.140077019,0.1400895
0.141078315,0.141089889
0.142077223,0.142089833
0.143078371,0.143090111
0.144077148,0.144089611
0.145078556,0.145090148
0.146076834,0.146089778
0.147078556,0.147089926
0.148077167,0.148089833
0.149078648,0.149090074
0.150077241,0.150090815
0.151078723,0.151090518
0.152079037,0.152089611
0.15307926,0.153090278
0.154077074,0.154089426
0.155078797,0.155090259
0.156077111,0.156089611
0.15707863,0.157089926
0.158076852,0.158089444
0.159078056,0.159090481
0.160076908,0.160089629
0.161079204,0.161090092
0.162077241,0.162089574
0.163078445,0.163089352
0.164076834,0.164089481
0.165076704,0.165089148
0.166076778,0.166089574
0.167076574,0.167089537
0.168077074,0.168090111
0.169076611,0.169090259
0.170078723,0.170089555
0.171078852,0.171090148
0.172077074,0.172089389
0.173078556,0.173089685
0.17407663,0.174089407
0.175078019,0.175089815
0.176076593,0.176089463
0.177078,0.177090278
0.178076908,0.178089444
0.179078408,0.179089815
0.180076667,0.180089796
0.18107813,0.181090148
0.1820775,0.182089574
0.1830785,0.183090092
0.184076741,0.184089833
0.185078185,0.185089926
0.186077,0.186089389
0.187078371,0.187090296
0.188076593,0.188089278
0.189078834,0.189090092
0.190076871,0.190089944
0.191078815,0.191090129
0.19207876,0.192089555
0.193078741,0.193090389
0.194077426,0.194089944
0.195078778,0.195090389
0.19607713,0.196089759
0.197078722,0.197086037
0.19807726,0.198089815
0.199079334,0.199090037
0.200077167,0.200089407
0.201078222,0.201089778
0.202076815,0.202089666
0.20307813,0.203089944
0.204076963,0.204089333
0.205078204,0.205089815
0.206076982,0.206089722
0.207078074,0.207092592
0.208077037,0.208091815
0.209084093,0.209090129
0.21008876,0.210086648
0.211083815,0.211085815
0.212084963,0.212086074
0.213086371,0.213090611
0.214084019,0.214085759
0.215083667,0.2150865
0.216084167,0.216091463
0.217080408,0.217086315
0.21808126,0.218091833
0.219084945,0.219091889
0.220084537,0.220092352
0.221086685,0.221092444
0.222084593,0.222092555
0.2230825,0.223092315
0.224081074,0.224092796
0.225085963,0.225091222
0.2260855,0.22609137
0.227084241,0.227093203
0.228084315,0.228092389
0.229083167,0.229093703
0.230081519,0.230092574
0.231085111,0.231092444
0.232087871,0.232092129
0.233081074,0.233092352
0.23408463,0.234091907
0.235084722,0.235095241
0.236085037,0.236091611
0.23708476,0.237092741
0.238080315,0.238091833
0.239081722,0.239092796
0.24008413,0.240091889
0.241085537,0.241094111
0.242087241,0.242092074
0.243083963,0.243092148
0.244084648,0.244090944
0.245084408,0.245090666
0.246080037,0.246089852
0.247079278,0.247090389
0.248077278,0.248089629
0.249079093,0.249090185
0.250077352,0.250089518
0.251078445,0.251090148
0.252077445,0.252089648
0.253079037,0.253090185
0.254077408,0.254089778
0.255078889,0.255089944
0.256077297,0.256089592
0.257078889,0.257090166
0.258077185,0.258089685
0.259078722,0.259089759
0.260077241,0.260089574
0.261078315,0.261090111
0.262077056,0.262089852
0.263078741,0.263090092
0.264077352,0.264089611
0.265078815,0.26508987
0.266077,0.266089666
0.267078574,0.267090148
0.268077278,0.268089778
0.269078611,0.269090259
0.270077241,0.270089574
0.271078889,0.271090018
0.272077074,0.272089592
0.273078778,0.273090259
0.274077056,0.27409037
0.275078685,0.275090407
0.276079037,0.27609024
0.277078593,0.27709074
0.278078871,0.278090352
0.279079167,0.279090092
0.280078982,0.280090944
0.281078315,0.281090352
0.282079334,0.2820905
0.283079,0.283090407
0.284079167,0.28409024
0.285079574,0.285090092
0.286078778,0.286090481
0.287078408,0.2870905
0.288079259,0.28809074
0.289078852,0.289090222
0.290079074,0.290090296
0.291078759,0.291090333
0.292078945,0.292090222
0.293078852,0.293091648
0.294078889,0.294090315
0.295080222,0.295090518
0.296078722,0.296090074
0.297079093,0.297090166
0.298078482,0.298090463
0.299078278,0.299090296
0.300078537,0.300090611
0.3010785,0.301090278
0.302078908,0.302090333
0.303078482,0.303090222
0.304078297,0.30409074
0.305078648,0.30509
0.306078574,0.306090722
