PlantTime,ControllerTime
0.001110944,0.001124204
0.002088389,0.00206763
0.003078482,0.003097834
0.004071648,0.004089908
0.005072315,0.005093796
0.006071185,0.006085371
0.007071241,0.007093371
0.008070944,0.0080835
0.009070796000000001,0.009090000000000001
0.010069667,0.010082111
0.011069889,0.011089167
0.012069241,0.012082648
0.013069778,0.013088056
0.014069056,0.014085482
0.015070944,0.015088371
0.016068389,0.016082889
0.017069889,0.017088463
0.018069241,0.018082889
0.019069833,0.019088241
0.020068852,0.020083908
0.021069926,0.021088148
0.022070685,0.022081593
0.023070296,0.023086537
0.024069204,0.024083759
0.025070333,0.025089222
0.026069056,0.026085
0.027072741,0.027089574
0.028072574,0.028083648
0.029072278,0.029090426
0.030071519,0.0300895
0.031069037,0.031083574
0.032070019,0.032088667
0.033068426,0.033083315
0.034069481,0.034088389
0.035068444,0.035082445
0.036069481,0.036088241
0.037068167,0.037081593
0.038068963,0.038086945
0.039069444,0.039083667
0.040068,0.040088241
0.041068278,0.041081815
0.042068019,0.042086241
0.04306763,0.043082648
0.044068056,0.044085611
0.045067463,0.045081667
0.046068222,0.046085315
0.047068759,0.047081537
0.048067537,0.048086519
0.049067556,0.049080667
0.050067685,0.050088185
0.051068241,0.051081648
0.052067574,0.052086519
0.053067722,0.053081889
0.054067537,0.054086796
0.0550675,0.055081593
0.056068759,0.056086519
0.057067815,0.057081759
0.058067093,0.058088222
0.0590685,0.059081148
0.060067907,0.060087056
0.061066796,0.061081222
0.062067833,0.062086074
0.063067963,0.06308053700000001
0.064069722,0.064086908
0.065069444,0.06508464799999999
0.066069815,0.06608879600000001
0.06706759299999999,0.067083908
0.068066926,0.068087908
0.06906687,0.069078556
0.07007186999999999,0.070078241
0.071075889,0.07108168500000001
0.072072241,0.072087093
0.073077111,0.073096759
0.074069722,0.074089593
0.075073222,0.07509635200000001
0.07607487,0.076085667
0.077071889,0.07709137100000001
0.078073815,0.07808625900000001
0.07907631499999999,0.079092019
0.080072963,0.080093333
0.0810685,0.081095426
0.082069463,0.082092445
0.083067926,0.083090648
0.084066815,0.084093537
0.085068148,0.08508848199999999
0.086069389,0.08609083300000001
0.087066926,0.087092167
0.088070833,0.088091778
0.08907975899999999,0.089085
0.090076833,0.09009275899999999
0.091080759,0.091088611
0.09207637,0.09209100000000001
0.093081018,0.09308801899999999
0.094076278,0.094092204
0.095074481,0.095093019
0.09608077800000001,0.09609211099999999
0.097080981,0.09708538899999999
0.098074722,0.098094167
0.0990775,0.09908987
0.100080018,0.100091556
0.101073778,0.101093352
0.102081815,0.102093241
0.103072944,0.103084796
0.104077778,0.104093574
0.105073741,0.105084426
0.106068926,0.106094796
0.107078259,0.107089093
0.108071518,0.108091463
0.10907463,0.109092074
0.110078389,0.110088704
0.111072481,0.111092778
0.112079,0.112092722
0.113074333,0.113083537
0.114079111,0.114090963
0.115070426,0.115089926
0.116074981,0.116095908
0.117077463,0.117083408
0.118071963,0.118090426
0.119069481,0.119092537
0.120070556,0.120088963
0.12106837,0.121084482
0.122075981,0.122089296
0.123074852,0.12308513
0.124075018,0.124090815
0.125072259,0.125090185
0.126074111,0.126091
0.127074222,0.127088389
0.128073981,0.128090574
0.129074333,0.129088759
0.13007337,0.130089611
0.131072111,0.131088241
0.132076722,0.132088926
0.133071722,0.133085945
0.134077518,0.134089185
0.135074796,0.135084445
0.136072926,0.13609263
0.137077018,0.137091759
0.138074296,0.138090537
0.139070204,0.139090352
0.140073444,0.140094667
0.141075222,0.141085667
0.14207087,0.142093759
0.143074926,0.143093389
0.144074111,0.14408713
0.145067389,0.145093259
0.146082074,0.146091667
0.147074889,0.147088611
0.148074704,0.148097574
0.149073852,0.149092815
0.150081333,0.150089982
0.151071593,0.15109113
0.15207687,0.152096148
0.153077833,0.153084241
0.154069426,0.154091926
0.155073093,0.155094704
0.1560775,0.156089593
0.157069518,0.157095574
0.158074555,0.158098185
0.159074537,0.159084204
0.160070389,0.160094667
0.161073741,0.161097111
0.162072074,0.16209087
0.163072018,0.163090037
0.164077389,0.164091445
0.16507237,0.165093389
0.166070833,0.166095204
0.167078222,0.16709163
0.168073926,0.168090185
0.169070074,0.169094482
0.170080037,0.17009263
0.17107863,0.171088648
0.172069648,0.172093482
0.173079167,0.173095741
0.174074426,0.174089982
0.175071981,0.175093537
0.176076259,0.176091056
0.177080241,0.177084963
0.178070907,0.178093611
0.179075444,0.179090741
0.180075278,0.180087315
0.181071333,0.181092111
0.182075407,0.182091093
0.183077704,0.183090519
0.18406937,0.184090796
0.185079518,0.185097556
0.186075741,0.186084111
0.187074796,0.187096685
0.188072259,0.188089685
0.189075037,0.189094907
0.190078796,0.190084926
0.191071148,0.191094093
0.192077981,0.192092852
0.193075518,0.193088593
0.194072037,0.194094463
0.195074741,0.195091926
0.196077611,0.196085685
0.197072352,0.197091648
0.198076611,0.1980915
