thread1,thread2
0.001112833,0.001099704
0.002100352,0.002100112
0.003094,0.003098149
0.004097648,0.004092704
0.005097592,0.005092963
0.006095092,0.006094889
0.007094537,0.007093612
0.008094092000000001,0.008090612
0.009094537,0.009092575
0.010094241,0.010093075
0.011094407,0.011093463
0.01209437,0.012093186
0.013094426,0.013092334
0.014094667,0.014092056
0.015094555,0.015092389
0.016094685,0.01609163
0.017094537,0.017091945
0.018094685,0.018095075
0.019094352,0.019092297
0.020094574,0.020092241
0.021094833,0.021091871
0.022095315,0.022093019
0.023094759,0.023091834
0.024095204,0.024091926
0.025094555,0.025092019
0.026094981,0.026091686
0.02709463,0.0270925
0.028094667,0.028091945
0.029094778,0.029092352
0.030094722,0.030091352
0.031094963,0.031092593
0.032094907,0.032091945
0.033094759,0.033091834
0.034094926,0.034092204
0.035094481,0.035091593
0.036094907,0.036091149
0.037095389,0.037092038
0.03809487,0.038091852
0.039094852,0.039092075
0.040094648,0.040091371
0.041095278,0.041091426
0.042094833,0.042091889
0.043094667,0.043091889
0.044094722,0.044094667
0.045094778,0.045093741
0.04609437,0.046092834
0.047094592,0.047093482
0.048095092,0.048092186
0.049094722,0.049092408
0.050094611,0.050092241
0.051094704,0.051092297
0.052094537,0.052092741
0.053094796,0.053092686
0.054094778,0.054092186
0.05509537,0.055092
0.056095111,0.056092204
0.057094778,0.057092334
0.058094555,0.058091945
0.059095352,0.059091575
0.060094592,0.060092426
0.061095352,0.061092463
0.062094741,0.062092019
0.063094759,0.063091463
0.064095074,0.06409168599999999
0.065094889,0.065092186
0.06609483300000001,0.066093149
0.06709546299999999,0.067092686
0.06809487,0.068092704
0.069095537,0.06909263
0.07009475900000001,0.07009263
0.071094426,0.071092482
0.07209505500000001,0.072093149
0.073094592,0.07309281500000001
0.074094759,0.074093056
0.07509468499999999,0.075091741
0.07609474099999999,0.076092704
0.07709474099999999,0.077092778
0.078094759,0.078091908
0.079094611,0.07909279700000001
0.080094574,0.080093149
0.081094629,0.08109276
0.082095204,0.082092426
0.08309477799999999,0.08309246300000001
0.084094537,0.084090556
0.08509433299999999,0.08508866700000001
0.086094241,0.086088778
0.08709420399999999,0.087090945
0.088094241,0.088100519
0.08909418500000001,0.089097408
0.09009455500000001,0.090098
0.091094444,0.091099704
0.09209448100000001,0.09209685200000001
0.093094889,0.093100037
0.094094685,0.094093
0.095094574,0.09509411199999999
0.0960945,0.096093093
0.097094667,0.09709290800000001
0.098094907,0.09809248199999999
0.09909470400000001,0.099092815
0.100094907,0.100092667
0.101094722,0.101092389
0.102094611,0.102092241
0.103095296,0.10309226
0.104095129,0.104092167
0.105094463,0.105092334
0.106094796,0.106092704
0.107094704,0.10709276
0.108094778,0.108092223
0.109094704,0.109092167
0.1100945,0.110092686
0.111094537,0.111092667
0.112094685,0.112091778
0.11309487,0.113092037
0.114094759,0.114092686
0.115094704,0.115093482
0.116095018,0.116093408
0.117094574,0.117092445
0.118095204,0.118091926
0.119094574,0.119091723
0.120094666,0.120092556
0.121094741,0.121092574
0.122094907,0.122091871
0.123094796,0.123091686
0.124095704,0.124091852
0.125094815,0.125091945
0.126094981,0.12609226
0.127094759,0.127093334
0.128094555,0.128092982
0.129094778,0.129092463
0.130094778,0.130093149
0.131094815,0.131092889
0.132094574,0.132092574
0.13309487,0.133092482
0.134094741,0.134094074
0.135094833,0.135093723
0.136094611,0.13609263
0.13709487,0.137092704
0.138094796,0.138092963
0.139094518,0.139092352
0.140094741,0.140092334
0.141095037,0.141092686
0.142095111,0.142093426
0.143094555,0.143092908
0.144094907,0.144094297
0.145094629,0.145092963
0.146094629,0.146093574
0.147094944,0.147092334
0.148094944,0.148092278
0.149095259,0.149091982
0.150095111,0.150091852
0.151094648,0.151090926
0.152094555,0.152091556
0.153094648,0.153092149
0.154094815,0.154094426
0.155094889,0.155094056
0.156094722,0.156092723
0.157094407,0.157091741
0.158094611,0.158091667
0.159094759,0.159091463
0.160095,0.160091371
0.161094611,0.161091649
0.162094852,0.162091704
0.163094815,0.163091871
0.164094963,0.164091649
0.165094629,0.165091908
0.166095055,0.166092074
0.167094704,0.167091426
0.168094555,0.168092037
0.169095018,0.169091741
0.170095259,0.170092389
0.171094463,0.171092574
0.172094315,0.1720915
0.173094833,0.173092074
0.174094815,0.17409176
0.175094889,0.175092186
0.176094907,0.176092519
0.177095296,0.177091723
0.178095148,0.178091352
0.17909437,0.179092037
0.180094685,0.180091908
0.181094889,0.181092241
0.182094389,0.182092278
0.183094833,0.183091686
0.184094703,0.184091778
0.185094833,0.185091723
0.186095389,0.186092074
0.187095129,0.187092241
0.188094944,0.188092074
0.189095185,0.189091945
0.190094648,0.190092426
0.191094592,0.1910945
0.192094426,0.192089852
0.193094592,0.193088667
0.194094333,0.194089
0.195094278,0.195091371
0.196094333,0.196094519
0.1970945,0.197099037
0.198095129,0.198094241
0.199095074,0.199098649
0.200094944,0.200098519
0.201095185,0.201096926
0.20209487,0.202095278
0.2030955,0.203095611
0.204095463,0.204095834
0.205095074,0.205095297
0.206094629,0.206094926
0.207095111,0.207098408
0.208095185,0.208097334
0.209095037,0.209093908
0.210094926,0.21009513
0.211095333,0.211094778
0.212094907,0.212091556
0.213094889,0.213092519
0.21409437,0.214092982
0.215094315,0.215092389
0.216094592,0.216092426
0.217094778,0.217092482
0.218095018,0.218092574
0.219095092,0.219092241
0.220095203,0.220091908
0.221095037,0.221092334
0.222094685,0.222092315
0.223094907,0.223092852
0.224094611,0.224092593
0.225095759,0.225092297
0.226095074,0.226092
0.227095333,0.227092204
0.228094611,0.228092278
0.229094629,0.229092297
0.230094963,0.230092167
0.231094852,0.231092463
0.232094981,0.232092389
0.233094685,0.233092
0.234095,0.234092741
0.235094629,0.235092482
0.236094963,0.236092204
0.237094518,0.237091982
0.238094463,0.238092537
0.239094722,0.239092686
0.240095148,0.240093019
0.241094833,0.241092204
0.242094703,0.242093167
0.243094926,0.243093278
0.244094703,0.244093704
0.245094352,0.2450935
0.246094481,0.246091982
0.2470945,0.247092148
0.248095203,0.248092297
0.249095129,0.24909313
0.250094815,0.250092686
0.251094889,0.251092445
0.252094481,0.252092389
0.253094518,0.253092445
0.254094833,0.254091945
0.255094981,0.255092574
0.256094666,0.256092352
0.257094796,0.257092741
0.258094574,0.258093519
0.259094537,0.259092204
0.260094426,0.260091982
0.261095,0.26109213
0.262094518,0.262091648
0.263094796,0.263091963
0.264094833,0.264092834
0.265094926,0.265092334
0.266094666,0.266092093
0.267095037,0.267092056
0.26809474,0.268092852
0.269094666,0.26909213
0.270094759,0.270092093
0.271094796,0.2710925
0.272094963,0.272091741
0.273094648,0.273092815
0.274095092,0.27409213
0.275094685,0.27509163
0.276094833,0.276091537
0.277094611,0.277092241
0.278094611,0.27809276
0.27909474,0.279092426
0.280095055,0.280092445
0.281094592,0.281092556
0.282094852,0.282092204
0.283095092,0.283092482
0.284095148,0.284092519
0.285095037,0.285092871
0.286094648,0.28609313
0.287094981,0.287091797
0.288094815,0.288091667
0.289095111,0.289092019
0.290094981,0.290091611
0.291095333,0.291091667
0.29209537,0.292092167
0.293094926,0.293092408
0.294094611,0.294092111
0.295095074,0.295091704
0.296094463,0.296092037
0.297094796,0.297092537
0.298095018,0.298093241
0.299095166,0.299092482
0.300094648,0.300092371
0.301094426,0.301092223
0.302094685,0.302091556
0.303094407,0.303092111
0.304094463,0.30409226
0.305094722,0.305091871
0.306094889,0.306093167
0.307094111,0.30709176
0.308095,0.308093241
0.309094611,0.309091871
0.310094685,0.310096741
0.311095277,0.311093889
0.312095018,0.312093241
0.313094685,0.313089908
0.314094481,0.314088352
0.315094389,0.315088426
0.316094296,0.31609176
0.317094463,0.317101945
0.318097722,0.318099797
0.319096148,0.319095871
0.320095074,0.320100371
0.321094592,0.321098408
0.322094407,0.322094611
0.323094166,0.323097852
0.324094833,0.324093278
0.32509374,0.325097445
0.326094703,0.326092426
0.327094018,0.327092741
0.328094129,0.328093426
0.329093796,0.329092463
0.330093889,0.330093315
0.331093833,0.331095704
0.332093648,0.332095371
0.333094352,0.333095593
0.334093759,0.334092889
0.33509374,0.335092778
0.336093703,0.336090556
0.337093574,0.337092408
0.338093796,0.338090982
0.339093833,0.339093056
0.340093777,0.340090482
0.341093963,0.341092797
0.342093833,0.342092297
0.343093889,0.343091223
0.344093852,0.344092519
0.345093722,0.345090408
0.346093944,0.346092426
0.347094,0.347090315
0.34809387,0.348093
0.349093592,0.349089908
0.35009374,0.350091704
0.351093796,0.351092167
0.352093889,0.35209263
0.353093907,0.353090685
0.354093944,0.354092074
0.355094074,0.35509063
0.356093833,0.356091908
0.357093777,0.357090074
0.358093852,0.358091741
0.359094074,0.359090204
0.360093926,0.360091778
0.361093685,0.361090093
0.362093852,0.362091519
0.363094055,0.363090019
0.364093722,0.364091871
0.365093703,0.365089945
0.366094092,0.366091685
0.367093963,0.36709013
0.368093926,0.368091982
0.36909387,0.369090167
0.370094018,0.370091889
0.371094,0.371090445
0.372093907,0.372091537
0.373093907,0.373090241
0.374093907,0.374091222
0.375093777,0.375089889
0.376093814,0.376092148
0.377093814,0.37708976
0.378093963,0.378091889
0.379093963,0.379090519
0.380094074,0.380092037
0.381093963,0.381090463
0.382093926,0.382092426
0.383093944,0.383089704
0.38409374,0.384092056
0.385093963,0.385090278
0.386094203,0.386090982
0.387093944,0.387089704
0.388093907,0.388092389
0.389093907,0.389090056
0.390093777,0.390092241
0.391093944,0.391090556
0.392094148,0.392092334
0.393093926,0.393090204
0.394093889,0.394092334
0.395093926,0.39509026
0.396094055,0.3960915
0.397093759,0.397090463
0.398093703,0.398092315
0.399093833,0.399090463
0.40009387,0.400092037
0.401093833,0.401090352
0.402093796,0.402090945
0.403093981,0.403090352
0.404093796,0.404092426
0.405093814,0.405090463
0.406093814,0.406092093
0.407094037,0.407090519
0.408093759,0.408092852
0.40909387,0.409090185
0.410093889,0.410092445
0.411093926,0.411090871
0.412093833,0.412092556
0.413093722,0.41309
0.414093889,0.414092389
0.415093796,0.415090889
0.416093814,0.416092241
0.417093814,0.417090704
0.418093889,0.418092093
0.419093722,0.419090222
0.420093926,0.420092352
0.421093814,0.421090704
0.42209387,0.422091352
0.423093944,0.423090389
0.424093889,0.424091482
0.425093685,0.425097074
0.42609487,0.426094667
0.427094481,0.427090185
0.428093759,0.428088871
0.429093666,0.4290885
0.430093833,0.430088408
0.431093685,0.4310885
0.43209374,0.432088945
0.433093963,0.433094185
0.434093944,0.434097537
0.43509524,0.435091445
0.436094148,0.436090926
0.437094722,0.437090685
0.438094426,0.438090593
0.439094463,0.439093926
0.440094407,0.440094963
0.441094203,0.441092722
0.442094518,0.44209263
0.443094111,0.443092667
0.444094148,0.444092408
0.44509424,0.445092204
0.446094074,0.446091389
0.447094296,0.447092093
0.448094166,0.448091926
0.449094407,0.449091259
0.450094685,0.450092
0.451094389,0.451091778
0.452094555,0.452092074
0.453095592,0.453092111
0.454094129,0.454091482
0.455094907,0.455092482
0.456095314,0.456091852
0.457094981,0.457091741
0.458094629,0.458092574
0.459094518,0.459092
0.460094351,0.460093852
0.461094555,0.461093352
0.462094759,0.462092019
0.463094111,0.463092167
0.464094574,0.4640915
0.465094314,0.465092019
0.466093981,0.466091334
0.467094389,0.467092963
0.468094685,0.468092852
0.469094111,0.469091334
0.470094148,0.470091834
0.47109424,0.471091371
0.472094166,0.472091371
0.473094463,0.47309113
0.474094611,0.474092685
0.475094111,0.475091741
0.476094166,0.476091722
0.477094148,0.477091797
0.478094185,0.478091889
0.479094389,0.479091741
0.480094722,0.480093778
0.481094296,0.481094334
0.482094518,0.482093426
0.483094426,0.483091815
0.484094851,0.484092167
0.485095148,0.485092111
0.486094111,0.486092
0.487094611,0.487092019
0.488094481,0.488092185
0.489094259,0.489091685
0.490094407,0.490091556
0.491094722,0.491091889
0.492094148,0.492092093
0.493094814,0.493092463
0.49409487,0.494091908
0.495095055,0.495091852
0.496094611,0.496092074
0.497095203,0.497092315
0.498094018,0.498092611
0.499094388,0.499092148
0.500094277,0.500092352
0.501094111,0.501094185
0.502094185,0.502092648
0.503094277,0.503093093
0.504094666,0.504093185
0.505094259,0.505093185
0.506094148,0.506092648
0.5070947220000001,0.507092519
0.508094592,0.5080924999999999
0.509094703,0.509092334
0.510094426,0.510092482
0.511094592,0.511092778
0.512094611,0.512092704
0.513094648,0.513092074
0.514094888,0.5140922959999999
0.5150942590000001,0.515092482
0.516094814,0.516092167
0.517094629,0.517092648
0.518094629,0.518093241
0.5190942589999999,0.519092445
0.520094518,0.520092963
0.521094444,0.521092871
0.522094296,0.522092982
0.523094129,0.523092741
0.524094629,0.524093185
0.525094129,0.525093352
0.526094259,0.526092259
0.5270944440000001,0.527093722
0.528094314,0.528092556
0.5290945,0.529092445
0.530094685,0.530091982
0.5310947029999999,0.531092315
0.532094555,0.532090519
0.533094426,0.533090482
0.534094222,0.534088945
0.5350939810000001,0.535088352
0.5360939810000001,0.536088204
0.537094018,0.537088426
0.53809387,0.538089037
0.5390937770000001,0.539088334
0.540094018,0.540095982
0.541094555,0.541093074
0.542094148,0.542096815
0.543094166,0.543094685
0.544094129,0.544093537
0.545093888,0.54509263
0.546093833,0.5460960929999999
0.54709387,0.547092871
0.548094037,0.548094352
0.549093963,0.549097482
0.550094611,0.550094185
0.551094592,0.551091445
0.5520945739999999,0.552093667
0.553094277,0.553091445
0.554094277,0.554093519
0.5550943699999999,0.555090408
0.556094314,0.55609263
0.557093833,0.557090445
0.558094129,0.558092722
0.559094037,0.559090389
0.560094185,0.5600923330000001
0.561094111,0.561089945
0.56209437,0.562092408
0.563094018,0.56309013
0.564094129,0.564092408
0.565093944,0.565089963
0.566094018,0.566091889
0.567094222,0.567091148
0.568093944,0.568091426
0.569094314,0.569090315
0.570094166,0.570091982
0.571094185,0.571090352
0.572094018,0.572092204
0.573094074,0.573090315
0.5740940369999999,0.574091982
0.575094259,0.575090371
0.57609424,0.576092278
0.5770945,0.577090648
0.578094166,0.578092389
0.579094185,0.579090426
0.580094277,0.580091667
0.581094166,0.581090222
0.582094666,0.582091982
0.583094074,0.583090463
0.584094314,0.5840919999999999
0.585094185,0.585090574
0.586094333,0.586092371
0.587094129,0.587090204
0.588094111,0.588092333
0.589094463,0.5890903709999999
0.590094185,0.590091889
0.591094259,0.591090074
0.592094111,0.592092241
0.593094148,0.5930903709999999
0.5940942769999999,0.594091889
0.595093888,0.595090556
0.59609424,0.596092241
0.597094277,0.597090482
0.598094296,0.598092241
0.599094074,0.599090778
0.600093944,0.600092519
0.601094277,0.601090074
0.602094277,0.602091574
0.603094037,0.603090074
0.604094259,0.604092741
0.60509424,0.605090296
0.606094277,0.606091963
0.607094259,0.607090519
0.608094222,0.608092148
0.609094129,0.609090333
0.610094444,0.610092019
0.6110942029999999,0.611090389
0.612094407,0.612090296
0.6130942029999999,0.613090037
0.614094222,0.614093019
0.615094185,0.615090426
0.616094351,0.616092722
0.617094129,0.617090093
0.618094166,0.618092408
0.619094314,0.619089945
0.620094092,0.6200923699999999
0.621094314,0.621090426
0.622094222,0.622092611
0.6230940740000001,0.623090204
0.62409424,0.624092852
0.625094407,0.625092167
0.62609424,0.626092426
0.627094203,0.627090815
0.628094222,0.628091945
0.629094259,0.629090482
0.630094277,0.630092111
0.631094314,0.631090185
0.6320941289999999,0.632092574
0.633094425,0.633090445
0.634094185,0.6340920370000001
0.635094333,0.6350905
0.636094,0.63609237
0.637094351,0.637090148
0.638094129,0.638092315
0.639094055,0.639091408
0.640094833,0.640091556
0.641094148,0.6410891480000001
0.642094203,0.642094482
0.643094166,0.643090611
0.6440940550000001,0.644092
0.6450951110000001,0.645094519
0.64609487,0.6460917779999999
0.647093981,0.647094222
0.648094148,0.648090759
0.649094111,0.649091926
0.650094018,0.650090241
0.651093981,0.651091519
0.652093814,0.652090519
0.653093944,0.653092111
