PlantTime,ControllerTime
0.001112962,0.001120575
0.002075777,0.002056315
0.003091722,0.003077852
0.004084259,0.004076408
0.005088388,0.005083112
0.006081222,0.006080908
0.007079222,0.007078667
0.008086018,0.008076612
0.009082814,0.009079907999999999
0.010083888,0.010078575
0.011083425,0.011078852
0.012079796,0.012077519
0.013081592,0.01307763
0.01407837,0.014076871
0.01507924,0.01507776
0.016081148,0.016074963
0.017077833,0.017076963
0.018078148,0.018075056
0.01907824,0.019076315
0.020073407,0.020076686
0.021077833,0.021076834
0.022072537,0.022076
0.023076888,0.023076463
0.024073203,0.024077297
0.02507774,0.025077204
0.026072351,0.026077963
0.027076185,0.027078704
0.028072611,0.028076537
0.029079166,0.029075149
0.030074203,0.030074649
0.031075722,0.031074204
0.032072425,0.032074037
0.033076203,0.033073334
0.03407137,0.034075223
0.035076851,0.035076223
0.036072055,0.03607476
0.037076092,0.037074945
0.038073074,0.038074482
0.039076037,0.039074815
0.040073055,0.040075426
0.041075648,0.041075112
0.042071185,0.042076186
0.043075555,0.043074649
0.044071444,0.044075093
0.045074981,0.045074556
0.046071388,0.046074871
0.047074833,0.047074519
0.048071611,0.048074852
0.049075277,0.049073649
0.050072166,0.050074186
0.051075888,0.051074426
0.052071796,0.052074537
0.053073666,0.053074556
0.05407474,0.054075686
0.055075851,0.05507576
0.056074111,0.056074889
0.057076259,0.057074797
0.058072777,0.058075149
0.059075685,0.05907526
0.060071759,0.060075112
0.061075759,0.061073741
0.062072018,0.062074426
0.063076333,0.06307431500000001
0.064072148,0.064074149
0.065075814,0.06507481499999999
0.066071888,0.06607511200000001
0.067076018,0.06707461200000001
0.06807249899999999,0.06807526
0.06907622200000001,0.06907429700000001
0.070072074,0.070074074
0.07107574,0.071074556
0.072073555,0.072074204
0.073075425,0.07307472299999999
0.07407174,0.07407464900000001
0.075075129,0.075074815
0.076072037,0.076074352
0.077075777,0.07707451899999999
0.078071055,0.07807581500000001
0.079076037,0.07907463000000001
0.080071851,0.080073704
0.081075481,0.08107394499999999
0.082071351,0.082074037
0.083075518,0.083074093
0.084072462,0.084073537
0.08507590700000001,0.08507374099999999
0.08607192499999999,0.086074649
0.087075499,0.087073815
0.08807240700000001,0.088074426
0.089075536,0.089073852
0.090071888,0.09007538900000001
0.09107309199999999,0.091074593
0.09207127700000001,0.092074445
0.09307159199999999,0.093073926
0.09407183299999999,0.09407420399999999
0.09507462899999999,0.095077019
0.096077407,0.09607829699999999
0.097077629,0.097075093
