PlantTime,ControllerTime
0.001121815,0.001124648
0.002084185,0.002066963
0.003079796,0.003086037
0.004074796,0.004083759
0.005080741,0.005081185
0.006074222,0.00607887
0.007074759,0.007079463
0.008075741000000001,0.00807737
0.009074944999999999,0.009078759
0.010071889,0.010079241
0.011077889,0.011078685
0.012073296,0.012079704
0.013076389,0.013078556
0.014074259,0.014077667
0.015076426,0.015080574
0.0160755,0.016078759
0.017073556,0.017080667
0.018074963,0.018080333
0.019075574,0.019078833
0.020073463,0.020078685
0.02107287,0.021079648
0.022077593,0.022078315
0.023077222,0.023080352
0.024073185,0.02407987
0.025077463,0.025077518
0.026073593,0.026080074
0.02707513,0.027079296
0.028075019,0.028077907
0.029076778,0.029079278
0.030074778,0.03007813
0.031077704,0.031077926
0.032072,0.03207813
0.033075722,0.03307713
0.034072037,0.034075685
0.035074926,0.035078722
0.036074333,0.036076667
0.037072463,0.037076722
0.038072093,0.038077037
0.039070296,0.039078111
0.040075259,0.040076944
0.041071908,0.04107637
0.042073204,0.042076167
0.043075037,0.043077278
0.044072648,0.044077741
0.045071759,0.045078389
0.046073204,0.046077556
0.047075889,0.047077833
0.048071945,0.048078833
0.049075722,0.049078926
0.050073,0.050077426
0.051072167,0.051077463
0.05207287,0.052077111
0.053073519,0.053077667
0.054072852,0.054076981
0.0550765,0.055077074
0.056076759,0.056077241
0.057073611,0.057077667
0.058074593,0.05807687
0.059073407,0.059075907
0.060073685,0.060076704
0.061078019,0.061076426
0.062073796,0.062077704
0.06307599999999999,0.063080018
0.06407499999999999,0.064078074
0.065071982,0.065077537
0.066072537,0.066078148
0.067072926,0.067076815
0.06807205600000001,0.068079259
0.06906763,0.069078296
0.070066926,0.070077259
0.071069037,0.07107633300000001
0.072067759,0.072074611
0.07306936999999999,0.073074111
0.074069963,0.074076981
0.075071315,0.075076093
0.076069963,0.076076
0.077069074,0.077076278
0.07806946300000001,0.078075111
0.079068482,0.079076463
0.080069222,0.080074278
0.081067167,0.081076037
0.082068556,0.082077574
0.083066926,0.083077204
0.084068296,0.084075833
0.085071667,0.085076259
0.086068019,0.08607709299999999
0.087068259,0.08707522199999999
0.088067852,0.08807503699999999
0.089069815,0.089077667
0.090071741,0.090074926
0.091069889,0.091075648
0.09207003699999999,0.092078981
0.093071019,0.09307668500000001
0.094072241,0.094078037
0.095075519,0.09507663
0.096074389,0.096078741
0.097074278,0.097076648
0.09807331499999999,0.098076593
0.099073148,0.099076278
0.100071426,0.100077259
0.101071667,0.101077796
0.102073741,0.102077241
0.103073593,0.103077333
0.104073426,0.104076889
0.105071519,0.105077055
0.106076982,0.106076796
0.107071815,0.107077037
0.108071204,0.10807663
0.10907213,0.109077055
0.110076259,0.110074315
0.111072519,0.111078555
0.112074333,0.11207713
0.113073741,0.113076944
0.114071944,0.114079555
0.115074611,0.115078278
0.116074093,0.116076981
0.117069648,0.117076963
0.118073185,0.118076833
0.119073648,0.119076444
0.120072056,0.120076963
0.121073611,0.121076463
0.122071167,0.122077944
0.123074204,0.123077648
0.124072426,0.124075981
0.125077519,0.125078092
0.126074574,0.126077296
0.127076389,0.127077444
0.128075852,0.128077018
0.129068574,0.129077667
0.130071852,0.130077185
0.131071796,0.131078092
0.132072907,0.132076241
0.133076389,0.1330775
0.134074259,0.134075555
0.135073944,0.135077296
0.136074648,0.136078481
0.137073482,0.137077463
0.138071037,0.138078537
0.139073,0.139077296
0.140075278,0.140077148
0.141071944,0.141076241
0.142074019,0.142078333
0.143073278,0.143077074
0.144072333,0.144078241
0.145069148,0.145077759
0.146069982,0.146078778
0.147071111,0.147077463
0.148071056,0.148077592
0.149076537,0.149077037
0.15007837,0.150076667
0.151070574,0.15107737
0.152075685,0.152076278
0.153069111,0.153075907
0.154074148,0.154078167
0.155072352,0.155076778
0.156074778,0.1560755
0.157070519,0.157076889
0.158073907,0.158078592
0.159070852,0.159077074
0.160070593,0.160077889
0.161071889,0.161076092
0.162071944,0.16207813
0.163071093,0.163077537
0.164071982,0.164077092
0.165074722,0.165075222
0.166069907,0.166076815
0.167070556,0.16707587
0.16807213,0.16807713
0.169072167,0.169077111
0.170069667,0.170076685
0.171072759,0.171077778
0.172073407,0.172078352
0.17307063,0.173077574
0.17407013,0.174076944
0.175073222,0.175075241
0.176070352,0.176078296
0.177071019,0.177077944
0.178072796,0.178075259
0.179071648,0.179077185
0.18007063,0.180078592
0.181070833,0.181079055
0.182074315,0.1820765
0.183070537,0.183076574
0.184072111,0.184078241
0.185074093,0.185077037
0.186073204,0.186077055
0.187073352,0.187077685
0.188073741,0.188077204
0.189072426,0.189077796
0.190071019,0.190077778
0.191073315,0.191078685
0.192069111,0.192076537
0.193075407,0.193078111
0.194070185,0.194075315
0.195076111,0.195076148
0.196073111,0.196075704
0.197070519,0.197078444
0.198071833,0.198077481
0.199072648,0.199076629
0.200072444,0.200077407
0.201074333,0.201080092
0.202073704,0.202077555
0.203069667,0.203078315
0.204073574,0.204077759
0.205070407,0.205076222
0.206070037,0.206078259
0.207074907,0.207077722
0.20807213,0.208077463
0.209072444,0.209077241
0.210071556,0.21007637
0.211071111,0.2110775
0.212075537,0.212077555
0.213071944,0.213076537
0.214071222,0.21407687
0.215073148,0.215078667
0.216073981,0.216077592
0.217067444,0.217076963
0.218074093,0.218077333
0.219073167,0.219075
0.220075481,0.220076241
0.221076278,0.221075722
0.222073463,0.22207787
0.223072556,0.223077426
0.224073074,0.224076222
0.22507113,0.225077629
0.226069259,0.226076555
