PlantTime,ControllerTime
0.001110315,0.001124259
0.002080186,0.002054722
0.003082019,0.003089129
0.004077574,0.004079722
0.005078908,0.005077574
0.006073556,0.006078426
0.007078723,0.007077055
0.008076277999999999,0.008077536999999999
0.009077111000000001,0.009076815
0.010072704,0.0100765
0.011078704,0.011076926
0.012074574,0.012077592
0.0130765,0.013076407
0.014073371,0.014076426
0.015078686,0.015076592
0.016076908,0.016076426
0.017077834,0.017077778
0.018073241,0.018076611
0.019076371,0.01907737
0.020071741,0.020076055
0.021075852,0.021075889
0.022071667,0.022075463
0.023075778,0.023076518
0.024071908,0.024076222
0.025076278,0.025075796
0.026072537,0.026076296
0.027075963,0.027076296
0.028072352,0.028075074
0.029077926,0.029075963
0.030072704,0.030075333
0.031075204,0.031074852
0.032072148,0.032075907
0.033074834,0.033075259
0.034075482,0.034074815
0.035075611,0.035075333
0.036071667,0.03607524
0.03707526,0.037075166
0.038071352,0.038073926
0.039075093,0.039074481
0.040071982,0.040074222
0.041075074,0.041075537
0.042071074,0.042075203
0.043075445,0.04307437
0.044071482,0.044074666
0.045075648,0.045075203
0.046071389,0.046074111
0.047075315,0.047075166
0.048071352,0.048074981
0.049076945,0.049074444
0.050071723,0.050076759
0.051074797,0.051075833
0.052071871,0.0520745
0.053075445,0.053074777
0.054071704,0.054074889
0.055075111,0.055075055
0.056071352,0.056075203
0.057074871,0.057074889
0.058071815,0.058074277
0.059075241,0.059074796
0.060071019,0.060074518
0.06107463,0.061074537
0.062071834,0.062075444
0.06307463000000001,0.063075166
0.064071593,0.064075444
0.065075278,0.065075074
0.066071926,0.066074907
0.067074704,0.067074259
0.068071093,0.06807529599999999
0.06907476,0.06907472200000001
0.070071834,0.07007522200000001
0.07107526,0.07107503699999999
0.072071723,0.072074796
0.073075167,0.073074666
0.07407433400000001,0.07407377699999999
0.07507501900000001,0.07507433299999999
0.076073945,0.076074629
0.077075241,0.077075481
0.07807214799999999,0.07807424
0.079075111,0.079074463
0.080071797,0.080074852
0.081075797,0.081074518
0.082072926,0.08207468499999999
0.083074852,0.08307529600000001
0.084072482,0.084074759
0.08507461099999999,0.085074444
0.086071852,0.086075018
0.087075186,0.087074259
0.088072148,0.088074166
0.08907570400000001,0.089073703
0.090073815,0.090073537
0.091073037,0.091074407
0.09207126,0.092075592
0.09307127799999999,0.09307525899999999
0.094078519,0.09407512899999999
